arm,algo,env_graph,task,suite,obs,n_agents,seed,run_dir,final
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,8,9,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\gnn_wrong__pair_N8_ego__seed9,67.33958333333334
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,8,10,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\gnn_wrong__pair_N8_ego__seed10,68.09583333333333
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,8,11,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\gnn_wrong__pair_N8_ego__seed11,66.25833333333334
mlp,mlp_qmix,matching,pair,core,ego,8,0,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\mlp__pair_N8_ego__seed0,66.79375
mlp,mlp_qmix,matching,pair,core,ego,8,1,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\mlp__pair_N8_ego__seed1,65.69791666666667
mlp,mlp_qmix,matching,pair,core,ego,8,2,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\mlp__pair_N8_ego__seed2,67.22291666666666
mlp,mlp_qmix,matching,pair,core,ego,8,3,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\mlp__pair_N8_ego__seed3,65.54791666666667
mlp,mlp_qmix,matching,pair,core,ego,8,4,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\mlp__pair_N8_ego__seed4,65.46875
mlp,mlp_qmix,matching,pair,core,ego,8,5,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\mlp__pair_N8_ego__seed5,66.68541666666667
mlp,mlp_qmix,matching,pair,core,ego,8,6,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\mlp__pair_N8_ego__seed6,66.72916666666667
mlp,mlp_qmix,matching,pair,core,ego,8,7,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\mlp__pair_N8_ego__seed7,66.45
mlp,mlp_qmix,matching,pair,core,ego,8,8,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\mlp__pair_N8_ego__seed8,66.23541666666667
mlp,mlp_qmix,matching,pair,core,ego,8,9,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\mlp__pair_N8_ego__seed9,66.63125
mlp,mlp_qmix,matching,pair,core,ego,8,10,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\mlp__pair_N8_ego__seed10,67.58958333333334
mlp,mlp_qmix,matching,pair,core,ego,8,11,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N8_ego\mlp__pair_N8_ego__seed11,67.6375
